ns0.it.,NS,"[ddns1.chkz.net.,ddns3.chkz.net.,ddns2.chkz.net.]"
ddns1.chkz.net.,A,[52.17.151.20]
ddns3.chkz.net.,A,[52.28.83.27]
ddns2.chkz.net.,A,[34.255.40.52]
chkz.net.,NS,"[ns4.he.net.,ns2.chkz.net.,ns2.he.net.,ns1.he.net.,ns3.he.net.,ns1.chkz.net.]"
ns4.he.net.,A,[216.66.1.2]
ns2.chkz.net.,A,[34.255.34.40]
ns2.he.net.,A,[216.218.131.2]
ns1.he.net.,A,[216.218.130.2]
ns3.he.net.,A,[216.218.132.2]
ns1.chkz.net.,A,[52.29.100.141]
he.net.,NS,"[ns1.he.net.,ns4.he.net.,ns5.he.net.,ns2.he.net.,ns3.he.net.]"
ns5.he.net.,A,[216.66.80.18]
corriere.it.,NS,"[dnsgeo6.tuonomeregistrar.net.,dnsgeo5.tuonomeregistrar.com.]"
dnsgeo6.tuonomeregistrar.net.,A,[46.37.17.6]
dnsgeo5.tuonomeregistrar.com.,A,[151.11.83.237]
tuonomeregistrar.net.,NS,"[ns20.tuonomeregistrar.net.,ns9.tuonomeregistrar.com.]"
ns20.tuonomeregistrar.net.,A,[46.37.17.20]
ns9.tuonomeregistrar.com.,A,[151.11.83.9]
tuonomeregistrar.com.,NS,"[ns9.tuonomeregistrar.com.,ns20.tuonomeregistrar.net.]"
youtube.com.,NS,"[ns4.google.com.,ns1.google.com.,ns3.google.com.,ns2.google.com.]"
youtube.it.,NS,"[ns4.google.com.,ns3.google.com.,ns1.google.com.,ns2.google.com.]"
yahoo.it.,NS,"[ns3.yahoo.com.,ns2.yahoo.com.,ns4.yahoo.com.,ns5.yahoo.com.,ns1.yahoo.com.]"
ns3.yahoo.com.,A,[27.123.42.42]
ns2.yahoo.com.,A,[68.142.255.16]
ns4.yahoo.com.,A,[98.138.11.157]
ns5.yahoo.com.,A,[202.165.97.53]
ns1.yahoo.com.,A,[68.180.131.16]
yahoo.com.,NS,"[ns2.yahoo.com.,ns4.yahoo.com.,ns1.yahoo.com.,ns5.yahoo.com.,ns3.yahoo.com.]"
github.com.,NS,"[ns-421.awsdns-52.com.,ns-1707.awsdns-21.co.uk.,ns-1283.awsdns-32.org.,dns4.p08.nsone.net.,dns2.p08.nsone.net.,dns1.p08.nsone.net.,dns3.p08.nsone.net.,ns-520.awsdns-01.net.]"
ns-421.awsdns-52.com.,A,[205.251.193.165]
ns-1707.awsdns-21.co.uk.,A,[205.251.198.171]
ns-1283.awsdns-32.org.,A,[205.251.197.3]
dns4.p08.nsone.net.,A,[198.51.45.72]
dns2.p08.nsone.net.,A,[198.51.45.8]
dns1.p08.nsone.net.,A,[198.51.44.8]
dns3.p08.nsone.net.,A,[198.51.44.72]
ns-520.awsdns-01.net.,A,[205.251.194.8]
awsdns-52.com.,NS,"[g-ns-1780.awsdns-52.com.,g-ns-1204.awsdns-52.com.,g-ns-53.awsdns-52.com.,g-ns-628.awsdns-52.com.]"
g-ns-1780.awsdns-52.com.,A,[205.251.198.244]
g-ns-1204.awsdns-52.com.,A,[205.251.196.180]
g-ns-53.awsdns-52.com.,A,[205.251.192.53]
g-ns-628.awsdns-52.com.,A,[205.251.194.116]
uk.,NS,"[nsa.nic.uk.,dns3.nic.uk.,dns4.nic.uk.,dns1.nic.uk.,nsb.nic.uk.,nsd.nic.uk.,nsc.nic.uk.,dns2.nic.uk.]"
nsa.nic.uk.,A,[156.154.100.3]
dns3.nic.uk.,A,[213.248.220.1]
dns4.nic.uk.,A,[43.230.48.1]
dns1.nic.uk.,A,[213.248.216.1]
nsb.nic.uk.,A,[156.154.101.3]
nsd.nic.uk.,A,[156.154.103.3]
nsc.nic.uk.,A,[156.154.102.3]
dns2.nic.uk.,A,[103.49.80.1]
co.uk.,NS,"[nsd.nic.uk.,dns1.nic.uk.,dns2.nic.uk.,nsb.nic.uk.,nsc.nic.uk.,dns3.nic.uk.,dns4.nic.uk.,nsa.nic.uk.]"
awsdns-21.co.uk.,NS,"[g-ns-341.awsdns-21.co.uk.,g-ns-917.awsdns-21.co.uk.,g-ns-1817.awsdns-21.co.uk.,g-ns-1496.awsdns-21.co.uk.]"
g-ns-341.awsdns-21.co.uk.,A,[205.251.193.85]
g-ns-917.awsdns-21.co.uk.,A,[205.251.195.149]
g-ns-1817.awsdns-21.co.uk.,A,[205.251.199.25]
g-ns-1496.awsdns-21.co.uk.,A,[205.251.197.216]
org.,NS,"[b0.org.afilias-nst.org.,a2.org.afilias-nst.info.,d0.org.afilias-nst.org.,c0.org.afilias-nst.info.,a0.org.afilias-nst.info.,b2.org.afilias-nst.org.]"
b0.org.afilias-nst.org.,A,[199.19.54.1]
a2.org.afilias-nst.info.,A,[199.249.112.1]
d0.org.afilias-nst.org.,A,[199.19.57.1]
c0.org.afilias-nst.info.,A,[199.19.53.1]
a0.org.afilias-nst.info.,A,[199.19.56.1]
b2.org.afilias-nst.org.,A,[199.249.120.1]
awsdns-32.org.,NS,"[g-ns-1059.awsdns-32.org.,g-ns-738.awsdns-32.org.,g-ns-1632.awsdns-32.org.,g-ns-160.awsdns-32.org.]"
g-ns-1059.awsdns-32.org.,A,[205.251.196.35]
g-ns-738.awsdns-32.org.,A,[205.251.194.226]
g-ns-1632.awsdns-32.org.,A,[205.251.198.96]
g-ns-160.awsdns-32.org.,A,[205.251.192.160]
nsone.net.,NS,"[dns1.p01.nsone.net.,dns2.p01.nsone.net.,dns3.p01.nsone.net.,dns4.p01.nsone.net.]"
dns1.p01.nsone.net.,A,[198.51.44.1]
dns2.p01.nsone.net.,A,[198.51.45.1]
dns3.p01.nsone.net.,A,[198.51.44.65]
dns4.p01.nsone.net.,A,[198.51.45.65]
awsdns-01.net.,NS,"[g-ns-1921.awsdns-01.net.,g-ns-450.awsdns-01.net.,g-ns-771.awsdns-01.net.,g-ns-1345.awsdns-01.net.]"
g-ns-1921.awsdns-01.net.,A,[205.251.199.129]
g-ns-450.awsdns-01.net.,A,[205.251.193.194]
g-ns-771.awsdns-01.net.,A,[205.251.195.3]
g-ns-1345.awsdns-01.net.,A,[205.251.197.65]
nic.uk.,NS,"[dns1.nic.uk.,dns2.nic.uk.,nsd.nic.uk.,nsb.nic.uk.,nsa.nic.uk.,dns3.nic.uk.,dns4.nic.uk.,nsc.nic.uk.]"
afilias-nst.org.,NS,"[b0.dig.afilias-nst.info.,d0.dig.afilias-nst.info.,c0.dig.afilias-nst.info.,a0.dig.afilias-nst.info.]"
b0.dig.afilias-nst.info.,A,[65.22.7.1]
d0.dig.afilias-nst.info.,A,[65.22.9.1]
c0.dig.afilias-nst.info.,A,[65.22.8.1]
a0.dig.afilias-nst.info.,A,[65.22.6.1]
org.afilias-nst.org.,NS,"[b0.org.afilias-nst.org.,a0.org.afilias-nst.info.,d0.org.afilias-nst.org.,c0.org.afilias-nst.info.,b2.org.afilias-nst.org.,a2.org.afilias-nst.info.]"
info.,NS,"[d0.info.afilias-nst.org.,a2.info.afilias-nst.info.,c0.info.afilias-nst.info.,a0.info.afilias-nst.info.,b2.info.afilias-nst.org.,b0.info.afilias-nst.org.]"
d0.info.afilias-nst.org.,A,[199.254.50.1]
c0.info.afilias-nst.info.,A,[199.254.49.1]
a0.info.afilias-nst.info.,A,[199.254.31.1]
b2.info.afilias-nst.org.,A,[199.249.121.1]
b0.info.afilias-nst.org.,A,[199.254.48.1]
afilias-nst.info.,NS,"[c0.dig.afilias-nst.info.,d0.dig.afilias-nst.info.,b0.dig.afilias-nst.info.,a0.dig.afilias-nst.info.]"
org.afilias-nst.info.,NS,"[a2.org.afilias-nst.info.,b2.org.afilias-nst.org.,b0.org.afilias-nst.org.,d0.org.afilias-nst.org.,c0.org.afilias-nst.info.,a0.org.afilias-nst.info.]"
dig.afilias-nst.info.,NS,"[b0.dig.afilias-nst.info.,a0.dig.afilias-nst.info.,c0.dig.afilias-nst.info.,d0.dig.afilias-nst.info.]"
info.afilias-nst.org.,NS,"[a2.info.afilias-nst.info.,b0.info.afilias-nst.org.,d0.info.afilias-nst.org.,c0.info.afilias-nst.info.,a0.info.afilias-nst.info.,b2.info.afilias-nst.org.]"
a2.info.afilias-nst.info.,A,[199.249.113.1]
info.afilias-nst.info.,NS,"[c0.info.afilias-nst.info.,a0.info.afilias-nst.info.,b0.info.afilias-nst.org.,b2.info.afilias-nst.org.,d0.info.afilias-nst.org.,a2.info.afilias-nst.info.]"
